key,en,te,hi,keywords,aisle,rack
non-veg-specials,Non Veg Specials,,,non-veg-specials,,
nongshim-bowl-noodles-soup-chicken-86-gms,Nongshim Bowl Noodles Soup Chicken 86 Gms,,,nongshim-bowl-noodles-soup-chicken-86-gms,,
nongshim-bowl-noodles-soup-hot-spicy-cup-86-gms,Nongshim Bowl Noodles Soup Hot Spicy Cup 86 Gms,,,nongshim-bowl-noodles-soup-hot-spicy-cup-86-gms,,
nongshim-bowl-noodles-soup-kimchi-86-gms,Nongshim Bowl Noodles Soup Kimchi 86 Gms,,,nongshim-bowl-noodles-soup-kimchi-86-gms,,
nongshim-bowl-noodles-soup-shin-86-gms,Nongshim Bowl Noodles Soup Shin 86 Gms,,,nongshim-bowl-noodles-soup-shin-86-gms,,
nupur-henna-1,Nupur Henna 1,,,nupur-henna-1,,
nutmeg-powder,Nutmeg Powder,,,nutmeg-powder,,
nutrela-soya-granules,Nutrela Soya Granules,,,nutrela-soya-granules,,
nutrela-soya-mini-chunks,Nutrela Soya Mini Chunks,,,nutrela-soya-mini-chunks,,
oats-noodles,Oats Noodles,,,oats-noodles,,
oil,Oil,,,oil,,
okra,Okra,,,okra,,
oliv-oil,Oliv Oil,,,oliv-oil,,
onion,Onion,Ullipaya / Erragaddalu (ఉల్లిపాయ),Pyaz (प्याज),onion|pyaz|ullipaya|erragaddalu,,
onion-pakora,Onion Pakora,,,onion-pakora,,
onion-samosa,Onion Samosa,,,onion-samosa,,
opner,Opner,,,opner,,
orchid-cumin-seeds-200-gms,Orchid Cumin Seeds 200 Gms,,,orchid-cumin-seeds-200-gms,,
org-assam-tea,Org Assam Tea,,,org-assam-tea,,
org-basmti-rice,Org Basmti Rice,,,org-basmti-rice,,
org-besan,Org Besan,,,org-besan,,
org-chana-dal,Org Chana Dal,,,org-chana-dal,,
org-chickpeas,Org Chickpeas,,,org-chickpeas,,
org-coriander-pow,Org Coriander Pow,,,org-coriander-pow,,
org-desi-curd,Org Desi Curd,,,org-desi-curd,,
org-fenugreek,Org Fenugreek,,,org-fenugreek,,
org-fenugreek-1,Org Fenugreek 1,,,org-fenugreek-1,,
org-grain-ragi,Org Grain Ragi,,,org-grain-ragi,,
org-green-moong,Org Green Moong,,,org-green-moong,,
org-green-moong-dal-split,Org Green Moong Dal Split,,,org-green-moong-dal-split,,
org-guava-drink,Org Guava Drink,,,org-guava-drink,,
org-idli-rava,Org Idli Rava,,,org-idli-rava,,
org-jaggery,Org Jaggery,,,org-jaggery,,
org-ragi-varmicelli,Org Ragi Varmicelli,,,org-ragi-varmicelli,,
org-rice-basmati,Org Rice Basmati,,,org-rice-basmati,,
org-sambar-powder,Org Sambar Powder,,,org-sambar-powder,,
org-urad-dal,Org Urad Dal,,,org-urad-dal,,
organic-basmati-brown,Organic Basmati Brown,,,organic-basmati-brown,,
organic-broken-rice-4lb,Organic Broken Rice 4lb,,,organic-broken-rice-4lb,,
organic-brown-rice,Organic Brown Rice,,,organic-brown-rice,,
organic-chillie-powder,Organic Chillie Powder,,,organic-chillie-powder,,
organic-coriander-powder,Organic Coriander Powder,,,organic-coriander-powder,,
organic-ghee,Organic Ghee,,,organic-ghee,,
organic-ginger-garlic,Organic Ginger Garlic,,,organic-ginger-garlic,,
organic-mango-avakaya,Organic Mango Avakaya,,,organic-mango-avakaya,,
organic-masoor-dal,Organic Masoor Dal,,,organic-masoor-dal,,
organic-papadam-plain,Organic Papadam Plain,,,organic-papadam-plain,,
organic-rajma-chitra,Organic Rajma Chitra,,,organic-rajma-chitra,,
organic-red-chilli,Organic Red Chilli,,,organic-red-chilli,,
organic-sona-masuri-rice-20-lb,Organic Sona Masuri Rice 20 Lb,,,organic-sona-masuri-rice-20-lb,,
organic-sugar-1,Organic Sugar 1,,,organic-sugar-1,,
organic-sugar-2,Organic Sugar 2,,,organic-sugar-2,,
organic-whole-wheat-atta,Organic Whole Wheat Atta,,,organic-whole-wheat-atta,,
organic-whole-wheat-flour-20-lb,Organic Whole Wheat Flour 20 Lb,,,organic-whole-wheat-flour-20-lb,,
organuic-rice,Organuic Rice,,,organuic-rice,,
orgatma-desi-jaggary-powder,Orgatma Desi Jaggary Powder,,,orgatma-desi-jaggary-powder,,
osmania,Osmania,,,osmania,,
osmania-biscuits,Osmania Biscuits,,,osmania-biscuits,,
pajeeri-laddu,Pajeeri Laddu,,,pajeeri-laddu,,
pal-jaggery-small,Pal Jaggery Small,,,pal-jaggery-small,,
palak,Palak,,,palak,,
palak-chevda,Palak Chevda,,,palak-chevda,,
palak-kofta,Palak Kofta,,,palak-kofta,,
palak-panner,Palak Panner,,,palak-panner,,
palak-thepla,Palak Thepla,,,palak-thepla,,
palm-jaggery,Palm Jaggery,,,palm-jaggery,,
pan-leaves,Pan Leaves,,,pan-leaves,,
pan-parag,Pan Parag,,,pan-parag,,
panchadara,Sugar,Panchadara,Chini,sugar|panchadara|chini,,
paneer,Cottage Cheese (Paneer),Paneer (పన్నీర్),Paneer (पनीर),paneer|cottage-cheese,,
paneer-makhni,Paneer Makhni,,,paneer-makhni,,
paneer-onion-paratha,Paneer Onion Paratha,,,paneer-onion-paratha,,
paneer-onion-paratha-big,Paneer Onion Paratha Big,,,paneer-onion-paratha-big,,
paneer-tikka,Paneer Tikka,,,paneer-tikka,,
paneer-tikka-mix,Paneer Tikka Mix,,,paneer-tikka-mix,,
paneer-tikki,Paneer Tikki,,,paneer-tikki,,
pani-puri-crispy,Pani Puri Crispy,,,pani-puri-crispy,,
pani-puri-masala,pani puri masala,పానీ పురి మసాలా,पानी पुरी मसाला,"['puchka masala', 'golgappas spice']",,
pani-puri-non-fried,Pani Puri Non Fried,,,pani-puri-non-fried,,
panner,Panner,,,panner,,
panner-tikka-masala-archi,Panner Tikka Masala Archi,,,panner-tikka-masala-archi,,
pao-bhaji,Pao Bhaji,,,pao-bhaji,,
papadi,Papadi,,,papadi,,
parat,Parat,,,parat,,
parat-1,Parat 1,,,parat-1,,
parle-barly,Parle Barly,,,parle-barly,,
parle-fab,Parle Fab,,,parle-fab,,
parle-g-1,Parle G 1,,,parle-g-1,,
parle-hide-and-seek,Parle Hide And Seek,,,parle-hide-and-seek,,
parle-kream-vanilla,Parle Kream Vanilla,,,parle-kream-vanilla,,
parle-maria-bisciuts,Parle Maria Bisciuts,,,parle-maria-bisciuts,,
parle-monaco,Parle Monaco,,,parle-monaco,,
parliament-basmati-rice-10-lb,Parliament Basmati Rice 10 Lb,,,parliament-basmati-rice-10-lb,,
parliament-gold-basmati-rice-10-2-lb,Parliament Gold Basmati Rice 10 2 Lb,,,parliament-gold-basmati-rice-10-2-lb,,
parliament-rozana-basmati-rice-8-lb,Parliament Rozana Basmati Rice 8 Lb,,,parliament-rozana-basmati-rice-8-lb,,
pasupu,Turmeric,Pasupu,Haldi,turmeric|haldi|pasupu,,
pataks-biryani-curry-paste,Pataks Biryani Curry Paste,,,pataks-biryani-curry-paste,,
pataks-brinjal-egg-plant-relish,Pataks Brinjal Egg Plant Relish,,,pataks-brinjal-egg-plant-relish,,
pataks-chilli-relish,Pataks Chilli Relish,,,pataks-chilli-relish,,
pataks-lime-relish,Pataks Lime Relish,,,pataks-lime-relish,,
pataks-major-grey-chutney-mild,Pataks Major Grey Chutney Mild,,,pataks-major-grey-chutney-mild,,
pataks-sweet-mango-chutney-mild,Pataks Sweet Mango Chutney Mild,,,pataks-sweet-mango-chutney-mild,,
pataks-tikka-paste,Pataks Tikka Paste,,,pataks-tikka-paste,,
patanjali-arogya-vati,Patanjali Arogya Vati,,,patanjali-arogya-vati,,
patanjali-ashwashila-capsule,Patanjali Ashwashila Capsule,,,patanjali-ashwashila-capsule,,
patanjali-mint-tulsi-soap,Patanjali Mint Tulsi Soap,,,patanjali-mint-tulsi-soap,,
patanjali-mushli-churna-100-gms,Patanjali Mushli Churna 100 Gms,,,patanjali-mushli-churna-100-gms,,
patanjali-oil,Patanjali Oil,,,patanjali-oil,,
patanjali-tulsi-ghanvati,Patanjali Tulsi Ghanvati,,,patanjali-tulsi-ghanvati,,
pav-bhaji,Pav Bhaji,,,pav-bhaji,,
pav-bhaji-mothers,Pav Bhaji Mothers,,,pav-bhaji-mothers,,
pbedekar-mango-chilli-pickle,Pbedekar Mango Chilli Pickle,,,pbedekar-mango-chilli-pickle,,
peanut-bhijia,Peanut Bhijia,,,peanut-bhijia,,
peanut-oil,Peanut Oil,,,peanut-oil,,
peanuts,Peanuts,పెన్నుట్స్,मूंगफली,"['peanuts', 'groundnuts']",,
pears-soap-3-bars,Pears Soap 3 Bars,,,pears-soap-3-bars,,
pedda-rasaalu-mango-pulp,Pedda Rasaalu Mango Pulp,,,pedda-rasaalu-mango-pulp,,
peeled-garlic-1,Peeled Garlic 1,,,peeled-garlic-1,,
pepper-kara-seva,Pepper Kara Seva,,,pepper-kara-seva,,
periyar-jaggery,Periyar Jaggery,,,periyar-jaggery,,
periyar-lentil-pappadam,Periyar Lentil Pappadam,,,periyar-lentil-pappadam,,
perugu,Yogurt / Curd,Perugu,Dahi,curd|yogurt|dahi|perugu|milk,,
pg-tips-2,Pg Tips 2,,,pg-tips-2,,
phool-makhana,Phool Makhana,,,phool-makhana,,
phulka-roti-bulk,Phulka Roti Bulk,,,phulka-roti-bulk,,
pinapple,Pinapple,,,pinapple,,
pineapple-2,Pineapple 2,,,pineapple-2,,
pink-guava,Pink Guava,,,pink-guava,,
pista-almond,Pista Almond,పిస్తా ఆల్మండ్,पिस्ता बादाम,"['pista', 'almond', 'nuts']",,
pizza,Pizza,,,pizza,,
plain-bhujiya,Plain Bhujiya,సాధారణ భూజియా,सादा भुजिया,"['plain bhujiya', 'snack', 'crunchy']",,
plain-burfi,Plain Burfi,,,plain-burfi,,
plain-dosa,Plain Dosa,,,plain-dosa,,
plain-khari,Plain Khari,,,plain-khari,,
plain-khichdi,Plain Khichdi,,,plain-khichdi,,
plantain-chips,Plantain Chips,,,plantain-chips,,
plantain-chips-1,Plantain Chips 1,,,plantain-chips-1,,
plate-2,Plate 2,,,plate-2,,
pledge-lemon-clean,Pledge Lemon Clean,,,pledge-lemon-clean,,
plm-jaggry,Plm Jaggry,,,plm-jaggry,,
plum-tomato,Plum Tomato,,,plum-tomato,,
pomegranatereal,Pomegranatereal,,,pomegranatereal,,
ponk,Ponk,,,ponk,,
ponni-boiled-rice-10-lb,Ponni Boiled Rice 10 Lb,,,ponni-boiled-rice-10-lb,,
ponni-boiled-rice-laxmi,Ponni Boiled Rice Laxmi,,,ponni-boiled-rice-laxmi,,
ponni-raw-rice-10-lb,Ponni Raw Rice 10 Lb,,,ponni-raw-rice-10-lb,,
porotta,Porotta,,,porotta,,
potato-katri,Potato Katri,,,potato-katri,,
potato-panner,Potato Panner,,,potato-panner,,
potato-samosa-baked,Baked Potato Samosa,బేక్ చేసిన బఠానీ సమోసా,बेक किए हुए आलू समोसा,"['baked samosa', 'potato samosa', 'snack']",,
prawn-masala-mothers,Prawn Masala Mothers,,,prawn-masala-mothers,,
preemas-green-food-color,Preemas Green Food Color,,,preemas-green-food-color,,
preemas-orange-food-color,Preemas Orange Food Color,,,preemas-orange-food-color,,
preemas-red-food-colour,Preemas Red Food Colour,,,preemas-red-food-colour,,
preemas-samosa,Preemas Samosa,,,preemas-samosa,,
preemas-yellow-food-color,Preemas Yellow Food Color,,,preemas-yellow-food-color,,
priya,Priya,,,priya,,
priya-curry-chilli-powder,Priya Curry Chilli Powder,,,priya-curry-chilli-powder,,
priya-cut-mango-pickle-wog,Priya Cut Mango Pickle Wog,,,priya-cut-mango-pickle-wog,,
priya-garlic-pickle,Priya Garlic Pickle,,,priya-garlic-pickle,,
priya-ginger-pickle-wog,Priya Ginger Pickle Wog,,,priya-ginger-pickle-wog,,
priya-gongura-pickle,Priya Gongura Pickle,,,priya-gongura-pickle,,
priya-green-chilli-pickle-with-garl,Priya Green Chilli Pickle With Garl,,,priya-green-chilli-pickle-with-garl,,
priya-madras-curry-powder,Priya Madras Curry Powder,,,priya-madras-curry-powder,,
priya-mango-ginger-pickle,Priya Mango Ginger Pickle,,,priya-mango-ginger-pickle,,
priya-mango-thokku-with-garlic,Priya Mango Thokku With Garlic,,,priya-mango-thokku-with-garlic,,
priya-mango-thoku-pickle,Priya Mango Thoku Pickle,,,priya-mango-thoku-pickle,,
priya-meat-masala-powder,Priya Meat Masala Powder,,,priya-meat-masala-powder,,
priya-mix-veg-pickle-with-garlic,Priya Mix Veg Pickle With Garlic,,,priya-mix-veg-pickle-with-garlic,,
priya-mushroom-masala,Priya Mushroom Masala,,,priya-mushroom-masala,,
priya-redgram-spice-mix-powder,Priya Redgram Spice Mix Powder,,,priya-redgram-spice-mix-powder,,
priya-seasme-spice-mix-powder,Priya Seasme Spice Mix Powder,,,priya-seasme-spice-mix-powder,,
priya-tandoori-masala,Priya Tandoori Masala,,,priya-tandoori-masala,,
priya-tikka-seekh,Priya Tikka Seekh,,,priya-tikka-seekh,,
priya-verusenaga-podi,Priya Verusenaga Podi,,,priya-verusenaga-podi,,
priyagold-choco-checkers-400-gms,Priyagold Choco Checkers 400 Gms,,,priyagold-choco-checkers-400-gms,,
priyems-dosa-better,Priyems Dosa Better,,,priyems-dosa-better,,
puff,Puff,,,puff,,
puff-pastry-1,Puff Pastry 1,,,puff-pastry-1,,
puff1003,Puff1003,,,puff1003,,
puffed-rice-1,Puffed Rice 1,,,puffed-rice-1,,
pulao,Pulao,,,pulao,,
punjabi-choole,Punjabi Choole,,,punjabi-choole,,
punjabi-dilli-samosa,Punjabi Dilli Samosa,,,punjabi-dilli-samosa,,
punjabi-masala-gud,Punjabi Masala Gud,,,punjabi-masala-gud,,
punjabi-mix,Punjabi Mix,,,punjabi-mix,,
punjabi-samosa,Punjabi Samosa,,,punjabi-samosa,,
punjabi-tadka,Punjabi Tadka,,,punjabi-tadka,,
pure-basmati-rice-20-lb,Pure Basmati Rice 20 Lb,,,pure-basmati-rice-20-lb,,
pure-instant-narasu,Pure Instant Narasu,,,pure-instant-narasu,,
puttu-white,Puttu White,,,puttu-white,,
putul-fish,Putul Fish,,,putul-fish,,
putul-tilapia-frozen,Putul Tilapia Frozen,,,putul-tilapia-frozen,,
quick-cardamom-tea,Quick Cardamom Tea,,,quick-cardamom-tea,,
quick-masala-chai,Quick Masala Chai,,,quick-masala-chai,,
quick-tea,Quick Tea,క్విక్ టీ,क्विक टी,['Quick Tea'],,
quik-tea-masala-unsweetened,Quik Tea Masala Unsweetened,,,quik-tea-masala-unsweetened,,
quinoa,Quinoa,,,quinoa,,
ragi,Ragi,,,ragi,,
ragi-batter,Ragi Batter,,,ragi-batter,,
ragi-flour,Ragi Flour,,,ragi-flour,,
ragi-flour-1,Ragi Flour 1,,,ragi-flour-1,,
ragi-flour-400-g,Ragi Flour 400 G,,,ragi-flour-400-g,,
ragi-malt,Ragi Malt,,,ragi-malt,,
ragi-puttu-powder,Ragi Puttu Powder,,,ragi-puttu-powder,,
ragi-roti-mix,Ragi Roti Mix,,,ragi-roti-mix,,
raj-masala-green-chilli,Raj Masala Green Chilli,,,raj-masala-green-chilli,,
raj-masala-mango-chilli-sauce,Raj Masala Mango Chilli Sauce,,,raj-masala-mango-chilli-sauce,,
raja-chuna,Raja Chuna,,,raja-chuna,,
rajah-garam-masala-1,Rajah Garam Masala 1,,,rajah-garam-masala-1,,
rajbhog-paneer,Rajbhog Paneer,,,rajbhog-paneer,,
rajbhog-peanut-chikki,Rajbhog Peanut Chikki,రాజ్‌భోగ్ పెన్నుతోట చిక్కీ,राजभोग पेड़ा चिक्की,"peanut chikki, rajbhog sweets",,
rajbhog-sweet-almond-chikki,Rajbhog Sweet Almond Chikki,రాజ్‌భోగ్ మిఠాయి బదామీ చిక్కీ,राजभोग मीठा बादाम चिक्की,"almond chikki, sweet almond chikki",,
rajbhog-sweet-cashew-chikki,Rajbhog Sweet Cashew Chikki,రాజ్‌భోగ్ మిఠాయి కాజు చిక్కీ,राजभोग मीठा काजू चिक्की,"cashew chikki, sweet cashew chikki",,
rajbhog-sweets-sesame-chikki,Rajbhog Sweets Sesame Chikki,రాజ్‌భోగ్ మిఠాయి తిన్నె చిక్కీ,राजभोग मीठा तिल चिक्की,"sesame chikki, sweet sesame chikki",,
rajgara-flour,Rajgara Flour,,,rajgara-flour,,
rajmasala-redchilli-sauce,Rajmasala Redchilli Sauce,,,rajmasala-redchilli-sauce,,
rama-chuna-100-gms,Rama Chuna 100 Gms,,,rama-chuna-100-gms,,
rambutan,Rambutan,,,rambutan,,
rangoli-1,Rangoli 1,,,rangoli-1,,
rasmali,Rasmali,,,rasmali,,
rasoi-magic,Rasoi Magic,,,rasoi-magic,,
rasoi-magic-aloo-paratha-mix,Rasoi Magic Aloo Paratha Mix,,,rasoi-magic-aloo-paratha-mix,,
rasoi-magic-amritsari-paneer-tikka,Rasoi Magic Amritsari Paneer Tikka,,,rasoi-magic-amritsari-paneer-tikka,,
rasoi-magic-chana-masala-mix,Rasoi Magic Chana Masala Mix,,,rasoi-magic-chana-masala-mix,,
rasoi-magic-dal-makhani-mix,Rasoi Magic Dal Makhani Mix,,,rasoi-magic-dal-makhani-mix,,
rasoi-magic-dum-aloo,Rasoi Magic Dum Aloo,,,rasoi-magic-dum-aloo,,
rasoi-magic-dum-alu-mix,Rasoi Magic Dum Alu Mix,,,rasoi-magic-dum-alu-mix,,
rasoi-magic-jain-methi-mutter,Rasoi Magic Jain Methi Mutter,,,rasoi-magic-jain-methi-mutter,,
rasoi-magic-jain-palak-paneer,Rasoi Magic Jain Palak Paneer,,,rasoi-magic-jain-palak-paneer,,
rasoi-magic-jain-paneer-butter-masa,Rasoi Magic Jain Paneer Butter Masa,,,rasoi-magic-jain-paneer-butter-masa,,
rasoi-magic-jain-panner-mkh,Rasoi Magic Jain Panner Mkh,,,rasoi-magic-jain-panner-mkh,,
rasoi-magic-jain-pav-bhaji,Rasoi Magic Jain Pav Bhaji,,,rasoi-magic-jain-pav-bhaji,,
rasoi-magic-jain-sambar,Rasoi Magic Jain Sambar,,,rasoi-magic-jain-sambar,,
rasoi-magic-jain-veg-jalferzi,Rasoi Magic Jain Veg Jalferzi,,,rasoi-magic-jain-veg-jalferzi,,
rasoi-magic-jain-veg-kadhai,Rasoi Magic Jain Veg Kadhai,,,rasoi-magic-jain-veg-kadhai,,
rasoi-magic-malai-kofta-mix,Rasoi Magic Malai Kofta Mix,,,rasoi-magic-malai-kofta-mix,,
rasoi-magic-methi-mutter-malai,Rasoi Magic Methi Mutter Malai,,,rasoi-magic-methi-mutter-malai,,
rasoi-magic-missal-rassa-mix,Rasoi Magic Missal Rassa Mix,,,rasoi-magic-missal-rassa-mix,,
rasoi-magic-paneer-achari,Rasoi Magic Paneer Achari,,,rasoi-magic-paneer-achari,,
rasoi-magic-paneer-butter-mix,Rasoi Magic Paneer Butter Mix,,,rasoi-magic-paneer-butter-mix,,
rasoi-magic-paneer-chilli-milli,Rasoi Magic Paneer Chilli Milli,,,rasoi-magic-paneer-chilli-milli,,
rasoi-magic-paneer-deewani-handi,Rasoi Magic Paneer Deewani Handi,,,rasoi-magic-paneer-deewani-handi,,
rasoi-magic-paneer-makhanwala,Rasoi Magic Paneer Makhanwala,,,rasoi-magic-paneer-makhanwala,,
rasoi-magic-paneer-tawa-mix,Rasoi Magic Paneer Tawa Mix,,,rasoi-magic-paneer-tawa-mix,,
rasoi-magic-paneer-tika-mix,Rasoi Magic Paneer Tika Mix,,,rasoi-magic-paneer-tika-mix,,
rasoi-magic-pav-bhaji-mix,Rasoi Magic Pav Bhaji Mix,,,rasoi-magic-pav-bhaji-mix,,
rasoi-magic-sambar-mix,Rasoi Magic Sambar Mix,,,rasoi-magic-sambar-mix,,
rasoi-magic-sambhar,Rasoi Magic Sambhar,,,rasoi-magic-sambhar,,
rasoi-magic-shahi-paneer-mix,Rasoi Magic Shahi Paneer Mix,,,rasoi-magic-shahi-paneer-mix,,
rasoi-magic-sweet-corn-veg-soup-mix,Rasoi Magic Sweet Corn Veg Soup Mix,,,rasoi-magic-sweet-corn-veg-soup-mix,,
rasoi-magic-sweet-n-sour-soup-mix,Rasoi Magic Sweet N Sour Soup Mix,,,rasoi-magic-sweet-n-sour-soup-mix,,
rasoi-magic-tomato-soup,Rasoi Magic Tomato Soup,,,rasoi-magic-tomato-soup,,
rasoi-magic-veg-biryani,Rasoi Magic Veg Biryani,,,rasoi-magic-veg-biryani,,
rasoi-magic-veg-jalfrezi-mix,Rasoi Magic Veg Jalfrezi Mix,,,rasoi-magic-veg-jalfrezi-mix,,
rasoi-magic-veg-kolhapuri,Rasoi Magic Veg Kolhapuri,,,rasoi-magic-veg-kolhapuri,,
rasoi-magic-veg-kolhapuri-mix,Rasoi Magic Veg Kolhapuri Mix,,,rasoi-magic-veg-kolhapuri-mix,,
ratlami-mix,Ratlami Mix,,,ratlami-mix,,
ratlami-sev,Ratlami Sev,,,ratlami-sev,,
rava-fine,Rava Fine,,,rava-fine,,
real-alphonso,Real Alphonso,,,real-alphonso,,
real-green-mango,Real Green Mango,,,real-green-mango,,
real-rusk,Real Rusk,,,real-rusk,,
red-bull,Red Bull,,,red-bull,,
red-chori,Red Chori,రెడ్ చోరీ,रेड चोरी,"['chori', 'chickpea']",,
red-kidney-beans,Red Kidney Beans,,,red-kidney-beans,,
red-label,Red Label,రెడ్ లేబుల్,रेड लेबल,"['red', 'label']",,
red-label-1,Red Label 1,,,red-label-1,,
red-label-masala-400-g,Red Label Masala 400 G,,,red-label-masala-400-g,,
red-label-natural-care,Red Label Natural Care,,,red-label-natural-care,,
red-label-tea,Red Label Tea,,,red-label-tea,,
red-lable,Red Lable,,,red-lable,,
red-onion-10-lb,Red Onion 10 Lb,,,red-onion-10-lb,,
red-onion-2-lb,Red Onion 2 Lb,,,red-onion-2-lb,,
red-potato-1,Red Potato 1,,,red-potato-1,,
reduced-fat,Reduced Fat,,,reduced-fat,,
rice,Rice / Basmati,Biyyam (బియ్యం),Chawal (चावल),rice|basmati|chawal|biyyam,,
rice-flour,Rice Flour,,,rice-flour,,
rice-noodles,Rice Noodles,,,rice-noodles,,
rice-puttu,Rice Puttu,,,rice-puttu,,
rice-roti,Rice Roti,,,rice-roti,,
roasted-chana-1,Roasted Chana 1,,,roasted-chana-1,,
roasted-chenna-with-haldi,Roasted Chenna With Haldi,,,roasted-chenna-with-haldi,,
roasted-peanuts-1,Roasted Peanuts 1,,,roasted-peanuts-1,,
roasted-poha,Roasted Poha,,,roasted-poha,,
roasted-poha-chevda,Roasted Poha Chevda,,,roasted-poha-chevda,,
roghani-naan,Roghani Naan,Roghani Naan (రోఘణి నాన్),Roghani Naan (रोगनी नान),roghani|naan|roti|bread,,
roghni-naan,Roghni Naan,,,roghni-naan,,
roll-banana,Roll Banana,,,roll-banana,,
rooh-afza,Rooh Afza,,,rooh-afza,,
roohafza,Roohafza,,,roohafza,,
roohafza-go,Roohafza Go,,,roohafza-go,,
rosai-magic,Rosai Magic,,,rosai-magic,,
rose,Rose,రోజ్,रोज़,"['rose', 'gulab']",,
rose-essence,Rose Essence,,,rose-essence,,
rosem-2,Rosem 2,,,rosem-2,,
roshni-extra-long-basmati-rice-10-lb,Roshni Extra Long Basmati Rice 10 Lb,,,roshni-extra-long-basmati-rice-10-lb,,
roshni-shakhar,Roshni Shakhar,,,roshni-shakhar,,
roshni-white-chick-peas,Roshni White Chick Peas,రోషిని వైట్ చిక్ పీస్,रोशनी व्हाइट चिक पीस,"['Roshni', 'White Chick Peas']",,
rosted-peanuts,Rosted Peanuts,,,rosted-peanuts,,
rosted-short,Rosted Short,,,rosted-short,,
roti,Roti,,,roti,,
roti-sujata,Roti Sujata,,,roti-sujata,,
royal-chefs-secret-sela-basmati,Royal Chefs Secret Sela Basmati,,,royal-chefs-secret-sela-basmati,,
rubicon-guava-drink,Rubicon Guava Drink,,,rubicon-guava-drink,,
rubicon-lychee-drink,Rubicon Lychee Drink,,,rubicon-lychee-drink,,
rubicon-mango-drink,Rubicon Mango Drink,,,rubicon-mango-drink,,
rubicon-passion-fruit-drink,Rubicon Passion Fruit Drink,,,rubicon-passion-fruit-drink,,
rubicon-pomegranate-juice,Rubicon Pomegranate Juice,,,rubicon-pomegranate-juice,,
rusk,Rusk,,,rusk,,
sabji-masala,Sabji Masala,,,sabji-masala,,
sabudana-far-far,Sabudana Far Far,,,sabudana-far-far,,
sabudana-kichidi,Sabudana Kichidi,,,sabudana-kichidi,,
sabudana-tikki,Sabudana Tikki,,,sabudana-tikki,,
sabudanna,Sabudanna,,,sabudanna,,
saffola-gold,Saffola Gold,,,saffola-gold,,
saffola-masala-oats,Saffola Masala Oats,,,saffola-masala-oats,,
saffola-masala-oats-peppy-tomato-482-gms,Saffola Masala Oats Peppy Tomato 482 Gms,,,saffola-masala-oats-peppy-tomato-482-gms,,
saffola-masala-oats-veggie-twist-482-gms,Saffola Masala Oats Veggie Twist 482 Gms,,,saffola-masala-oats-veggie-twist-482-gms,,
saffola-oats,Saffola Oats,,,saffola-oats,,
saffola-oats-plain,Saffola Oats Plain,,,saffola-oats-plain,,
saffron-essence,Saffron Essence,,,saffron-essence,,
safron,Safron,,,safron,,
sagar-pond,Sagar Pond,,,sagar-pond,,
sakthi-bajji-bonda-powder,Sakthi Bajji Bonda Powder,,,sakthi-bajji-bonda-powder,,
sakthi-chicken-curry-masala,Sakthi Chicken Curry Masala,,,sakthi-chicken-curry-masala,,
sakthi-chicken-masala,Sakthi Chicken Masala,,,sakthi-chicken-masala,,
sakthi-chilli-chicken-65-masala,Sakthi Chilli Chicken 65 Masala,,,sakthi-chilli-chicken-65-masala,,
sakthi-chilli-powder,Sakthi Chilli Powder,,,sakthi-chilli-powder,,
sakthi-curry-leaf-powder,Sakthi Curry Leaf Powder,,,sakthi-curry-leaf-powder,,
sakthi-dal-powder-masala,Sakthi Dal Powder Masala,,,sakthi-dal-powder-masala,,
sakthi-fish-curry-masala,Sakthi Fish Curry Masala,,,sakthi-fish-curry-masala,,
sakthi-garlic-rice-powder,Sakthi Garlic Rice Powder,,,sakthi-garlic-rice-powder,,
sakthi-lemon-rice-powder,Sakthi Lemon Rice Powder,,,sakthi-lemon-rice-powder,,
sakthi-pav-bhaji-masala,Sakthi Pav Bhaji Masala,,,sakthi-pav-bhaji-masala,,
sakthi-rasam-powder,Sakthi Rasam Powder,,,sakthi-rasam-powder,,
sakthi-tamrind-rice-powder,Sakthi Tamrind Rice Powder,,,sakthi-tamrind-rice-powder,,
sakthi-tandoori-chicken-masala,Sakthi Tandoori Chicken Masala,,,sakthi-tandoori-chicken-masala,,
salt,Salt,,,salt,,
salt-biscuits,Salt Biscuits,,,salt-biscuits,,
salwa-chicken-nuggets,Salwa Chicken Nuggets,,,salwa-chicken-nuggets,,
salwa-chicken-patties,Salwa Chicken Patties,,,salwa-chicken-patties,,
samba-wheat-rava,Samba Wheat Rava,,,samba-wheat-rava,,
sambar-mix,Sambar Mix,,,sambar-mix,,
sambar-rasoi-magic,Sambar Rasoi Magic,,,sambar-rasoi-magic,,
samber,Samber,,,samber,,
samber-mix,Samber Mix,,,samber-mix,,
sambhar-idli,Sambhar Idli,,,sambhar-idli,,
samo-powder,Samo Powder,,,samo-powder,,
samo-seeds,Samo Seeds,,,samo-seeds,,
samosa,Samosa,,,samosa,,
samosa-chutney-national,Samosa Chutney National,,,samosa-chutney-national,,
sandal-premium-dhoop-cones,Sandal Premium Dhoop Cones,,,sandal-premium-dhoop-cones,,
sandwich-bhakarwadi,Sandwich Bhakarwadi,,,sandwich-bhakarwadi,,
sanitizer,Sanitizer,,,sanitizer,,
santry-candy,Santry Candy,,,santry-candy,,
saras-biryani-gravy,Saras Biryani Gravy,,,saras-biryani-gravy,,
